,dialogue,label,predict_label
494,huh,HOWARD,LEONARD
495,love save end they’re go ate let eat,LEONARD,SHELDON
496,come you’re mission you’re wander around,LEONARD,SHELDON
497,don’t know say howard momma’s roll stone call wait beep go,HOWARD,LEONARD
498,yeah leonard,RAJ,PENNY
499,superman probably isn’t get laid tonight,HOWARD,LEONARD
500,goodbye honey puff hello big bran,SHELDON,SHELDON
501,sheldon get internet cable company could lose hbo delightful original programming,RAJ,LEONARD
502,maybe busy write clumsy penis metaphor fiancee,HOWARD,RAJ
503,that’s still good,LEONARD,LEONARD
504,that’s good question,LEONARD,SHELDON
505,yeah,HOWARD,LEONARD
506,that’s kind sloppy costuming result lack rule competition,SHELDON,SHELDON
507,mom dad,LEONARD,HOWARD
508,well that’s you’d love isn’t,OTHERS,PENNY
509,say always you’ll always feeling,LEONARD,LEONARD
510,okay,PENNY,PENNY
511,you’d think it’d parent didn’t love actually love great deal,RAJ,HOWARD
512,listen jim,SHELDON,LEONARD
513,well confuse don’t want stand way happiness i’ll condemn internally maintain outward appearance acceptance,SHELDON,SHELDON
514,it’s go explode keep drive warp speed ahead mr spock,PENNY,SHELDON
515,right game take halo halo halo call duty call duty call duty rock band rock band final fantasy thru legend zelda legend zelda ocarina time legend zelda twilight princess super mario brother super mario galaxy mario sonic winter olympics ms pacman,SHELDON,SHELDON
516,what’s exchange rate,SHELDON,SHELDON
517,many time gonna tell what’s,LEONARD,OTHERS
518,thank,HOWARD,SHELDON
519,that’s opinion,SHELDON,SHELDON
520,i’m fine,RAJ,LEONARD
521,i’m engage putz let believe reason heart attack,OTHERS,SHELDON
522,well go,HOWARD,PENNY
523,good question,SHELDON,SHELDON
524,yes,LEONARD,SHELDON
525,can’t believe calorie,RAJ,SHELDON
526,uh he’ll fine guy’s trouper come,LEONARD,PENNY
527,i’ve familiarize female emotional crisis study comic strip cathy she’s upset say ach eats ice cream,SHELDON,SHELDON
528,amaze woman leonard curious agile mind mention curious agile respect,OTHERS,HOWARD
529,howard brought date,LEONARD,LEONARD
530,text guy tell change mind,HOWARD,HOWARD
531,yeah really,LEONARD,LEONARD
532,fine,PENNY,LEONARD
533,want watch battlestar,LEONARD,LEONARD
534,didn’t,LEONARD,LEONARD
535,yeah okay sure problem don’t figure we’re go want get rate speed equal distance time solve,LEONARD,LEONARD
536,hi sheldon,HOWARD,OTHERS
537,magic wand tv remote,RAJ,SHELDON
538,well mention mar rover incident fbi agent probably cost howard security clearance,SHELDON,SHELDON
539,hope you’d eventually bend public opinion priya bring back la,LEONARD,SHELDON
540,i’m go can’t make,SHELDON,SHELDON
541,fine i’ll take,LEONARD,LEONARD
542,yeah talk raj,HOWARD,PENNY
543,make smooth idiot,HOWARD,LEONARD
544,sheldon,PENNY,LEONARD
545,great,LEONARD,LEONARD
546,okay,PENNY,PENNY
547,hate puppet,OTHERS,LEONARD
548,interesting lead,LEONARD,SHELDON
549,don’t know,LEONARD,LEONARD
550,well like instance day asleep one guy go space walk glue big-eyed rubber alien mask outside window wake scream like nine minute,HOWARD,HOWARD
551,humorous please present paper professor hawk,SHELDON,SHELDON
552,question jacuzzi hot tub,SHELDON,SHELDON
553,oh isn’t date right,PENNY,PENNY
554,right it’s get go,PENNY,LEONARD
555,uh-oh flashlight go need battery fellas hello it’s really dark,SHELDON,SHELDON
556,let’s go,OTHERS,HOWARD
557,sheesh,RAJ,SHELDON
558,yeah gonna throw away couldn’t,PENNY,PENNY
559,yeah,LEONARD,LEONARD
560,oh yeah spell asthma,LEONARD,LEONARD
561,well remember told talk sleep well occur like thing say it’s probably pure gold start record alex get comb eight hour like call sheldon dark,SHELDON,LEONARD
562,you’re mistaken,HOWARD,SHELDON
563,i’ll happy check math number don’t lie penny event amy spend quality time together feel much confident proceed next stage relationship,SHELDON,SHELDON
564,young man i’ve study insect since eight year old know use call school creepy crawley,OTHERS,SHELDON
565,i’m i’m there’s much pressure make night special never work,PENNY,SHELDON
566,thanks hey want don’t know later…,LEONARD,LEONARD
567,ball basket,LEONARD,SHELDON
568,yeah good idea,LEONARD,LEONARD
569,yeah well that’s really big problem,PENNY,PENNY
570,yeah go place,HOWARD,LEONARD
571,right sort degree date,PENNY,SHELDON
572,see well absolutely would furthermore xbox one come kinect include,SHELDON,SHELDON
573,oh jeez suit really look bad,LEONARD,PENNY
574,go,LEONARD,LEONARD
575,wonder lot thing sheldon not…,LEONARD,LEONARD
576,listen know talk get bite eat silver lake see christmas light griffith park leonard’s talk big game place,RAJ,PENNY
577,rajesh,OTHERS,OTHERS
578,howard,LEONARD,LEONARD
579,buy mom’s book,LEONARD,SHELDON
580,stupid thing i’ve ever hear,PENNY,PENNY
581,oh we’re converse checkmate,SHELDON,SHELDON
582,okay keep little long get party i’ll point friend easy,PENNY,PENNY
583,really that’s line psychic real crystal voodoo,LEONARD,LEONARD
584,yes i’d like seven-day course penicillin uh syrup ipecac induce vomit mint,SHELDON,SHELDON
585,yeah listen kinda sneak,LEONARD,LEONARD
586,okay forget giant ant giant rabbit,HOWARD,LEONARD
587,almost meet someone last night blow walk cinnamon girl introduce cute panic say wouldn’t easy instead talk could sniff other’s butt,RAJ,LEONARD
588,don’t turn thermostat,HOWARD,LEONARD
589,okey dokey let’s roll alright it’s time raise roof oo-ooh oo-ooh,RAJ,PENNY
590,facebook status update leonard hofstadter relationship,PENNY,SHELDON
591,bam right nose make proud pc,LEONARD,LEONARD
592,well talk think real,RAJ,LEONARD
593,could cut third,RAJ,SHELDON
594,would change perfectly good palace tandoori palace palace,SHELDON,SHELDON
595,mock sphincter sphincter class muscle without human being couldn’t survive different sphincter human body many name,OTHERS,SHELDON
596,ha-ha bite,PENNY,SHELDON
597,yeah i’ve work hawk talked know research think could happen,HOWARD,SHELDON
598,god go,OTHERS,PENNY
599,anybody’s go go it’s go,HOWARD,LEONARD
600,think penny like skate four could double,LEONARD,SHELDON
601,i’m happy,PENNY,LEONARD
602,boy sure get money’s worth game,LEONARD,PENNY
603,well defend right,PENNY,SHELDON
604,you’re kid,LEONARD,LEONARD
605,priya come,LEONARD,LEONARD
606,oh okay get,OTHERS,PENNY
607,right fine suppose set machine conveyor belt apartment,PENNY,SHELDON
608,really love,LEONARD,OTHERS
609,you’ve lot tonight okay,OTHERS,LEONARD
610,it’s okay look leonard help sheldon family crisis make whole story symposium dr farmin..farm…ian,PENNY,PENNY
611,yeah,RAJ,LEONARD
612,okay turn penny truth dare,OTHERS,SHELDON
613,yeah change,PENNY,LEONARD
614,go go power ranger go,SHELDON,SHELDON
615,make pact either ever get hot girlfriend person would girlfriend hook guy one girlfriend,HOWARD,LEONARD
616,it’s stupid test,RAJ,LEONARD
617,anyway get invited little talk nasa houston weekend give two ticket bernadette can’t go want come visit mom i’ll show around space centre,HOWARD,HOWARD
618,you’re dentist he’s nut,RAJ,LEONARD
619,yes,LEONARD,SHELDON
620,shoe sale hair style mud mask gossip friend brad angelina,SHELDON,SHELDON
621,thing happen homo erectus replace superior specie,SHELDON,LEONARD
622,yeah last time scrawny little nerd,HOWARD,LEONARD
623,yes amy worried live together take mystery relationship,SHELDON,SHELDON
624,since can’t open,HOWARD,SHELDON
625,can’t tell,LEONARD,SHELDON
626,make well,SHELDON,SHELDON
627,anybody home,HOWARD,HOWARD
628,image number six woman give birth,OTHERS,SHELDON
629,oh i’m gonna brain stem histology put business end sponge wash beaker,OTHERS,OTHERS
630,bring inform can’t tell you’re go can’t tell might ask,SHELDON,SHELDON
631,well you’re lose son,PENNY,SHELDON
632,hey romeo repair relationship time,OTHERS,LEONARD
633,please everyone nasa listen phone call,HOWARD,HOWARD
634,make two,LEONARD,SHELDON
635,i’m leonard,LEONARD,SHELDON
636,well know know,PENNY,PENNY
637,don’t understand,OTHERS,SHELDON
638,okay problem you’re try,PENNY,LEONARD
639,okay objective boy scout campsite east easy target big doughy scout master couple cub webelos,HOWARD,PENNY
640,that’s call cloak dead man,SHELDON,SHELDON
641,you’re right guess make lemonade two play play coop roll thunder together okay nickname,SHELDON,LEONARD
642,that’s terrible,HOWARD,OTHERS
643,ya doin’ buddy,LEONARD,LEONARD
644,yes yes,HOWARD,SHELDON
645,hulk agree second date puny human,SHELDON,SHELDON
646,date go conflict marry daughter know you’re go say make commitment bernadette family i’ve get hell lot nerve come demand postpone thing well message hear understood mission cancel thank,HOWARD,RAJ
647,sit,LEONARD,HOWARD
648,uh yeah sorry she’s little shy first time meet nervous climb bathroom window get away,RAJ,LEONARD
649,oh missus speak couple,HOWARD,SHELDON
650,hide behind dumpster park lot ambush people come pee,RAJ,OTHERS
651,hey guy bad news quick calculation give size theatre length line might get seat,RAJ,LEONARD
652,hang,PENNY,LEONARD
653,way one he’s handsome man,RAJ,OTHERS
654,almost really get tongue activate motion sensor,HOWARD,LEONARD
655,sorry spoiler alert point much want live can’t know much sheldon need,PENNY,LEONARD
656,exactly want kill,PENNY,SHELDON
657,would accidentally eat chrysanthemum blossom,LEONARD,SHELDON
658,people move away bus want,HOWARD,SHELDON
659,well quick little gross know feel,HOWARD,PENNY
660,oh god sheldon amy,PENNY,PENNY
661,dragon’s christopher walken that’s perfect,SHELDON,SHELDON
662,great that’ll five dollar best time i’m glad suggest,LEONARD,SHELDON
663,mom would okay,OTHERS,HOWARD
664,thank look nice,LEONARD,PENNY
665,history heart disease family,LEONARD,SHELDON
666,leonard source great pain family brother outfit wardrobe discus,OTHERS,SHELDON
667,nope bernadette tell isn’t nice i’m allow,HOWARD,HOWARD
668,see she’s good,HOWARD,LEONARD
669,actually one together,LEONARD,OTHERS
670,twelve year old boy want motorise dirt bike,SHELDON,SHELDON
671,cry,RAJ,SHELDON
672,ooh,OTHERS,OTHERS
673,try rope go acting class see play don’t worry luckily good sense drown kitten river,SHELDON,SHELDON
674,right,SHELDON,SHELDON
675,still argue csi best,LEONARD,SHELDON
676,yes,SHELDON,SHELDON
677,call mario luigi whatever hey how’s sheldon,RAJ,LEONARD
678,may grasshopper little umbrella please,RAJ,SHELDON
679,could stop “it could go well.”,LEONARD,SHELDON
680,yeah really ruin life,LEONARD,LEONARD
681,three,HOWARD,SHELDON
682,leonard penny leonard penny leonard penny,SHELDON,SHELDON
683,oh let help,PENNY,SHELDON
684,well accept premise also accept highly improbable assumption penny woman world logically conclude result blowing would end lonely bitter old man progeny image number evil lighthouse keeper scooby doo cartoon come mind,SHELDON,SHELDON
685,great let’s,HOWARD,LEONARD
686,yeah mean don’t use ridiculous ornament-spacing template,PENNY,PENNY
687,fine you’re one lucky little leprechaun,OTHERS,LEONARD
688,oh oh well good yeah sit don’t go movie something,PENNY,PENNY
689,well new shoe make run,SHELDON,PENNY
690,sorry,HOWARD,PENNY
691,yeah julie newmar michelle pfieffer eartha kitt,SHELDON,LEONARD
692,serious,PENNY,PENNY
693,well don’t mind look like orange traffic cone great,OTHERS,PENNY
694,dart bar game you’ve frequent drinking establishment since legal age,SHELDON,SHELDON
695,uh bird hand worth two bush,PENNY,SHELDON
696,kung pao chicken,HOWARD,SHELDON
697,course answer adoseconds,SHELDON,SHELDON
698,don’t know can’t take you’ll break heart look face enormous unsettle crazy face,OTHERS,LEONARD
699,saying…,LEONARD,SHELDON
700,parent make choose money choose think we’ll return car necklace yeah none thing matter something well love,RAJ,RAJ
701,yes help,HOWARD,LEONARD
702,fine,PENNY,LEONARD
703,assume keep pace three hour minute plus however long take conclude fairly pointless conversation,SHELDON,SHELDON
704,here’s wonder zombie happen can’t get human flesh eat can’t starve death they’re already dead,RAJ,SHELDON
705,yeah that’s start,LEONARD,PENNY
706,make think wouldn’t sex i’m male she’s female,LEONARD,LEONARD
707,excuse zack amy farrah fowler meet night spend life pursuit pure knowledge meet decision found logic reason yet stand pound rag estrogen longing grab hold gluteus maximus make shakespeare’s metaphorical beast two back,OTHERS,SHELDON
708,i’m gonna run store get thing i’ll pick you’re do,LEONARD,PENNY
709,suppose wouldn’t hurt know who’s committee let’s see oh janine davis oh dear,SHELDON,SHELDON
710,know virtual pickle tickle digital bow-chicka-bow-bow,HOWARD,SHELDON
711,leonard sweetheart we’re kiss eat hot soup,OTHERS,SHELDON
712,oh shot lot star trek episode,SHELDON,SHELDON
713,oh hi penny,LEONARD,LEONARD
714,mass that’s cool nickname ‘cause force equal mass time acceleration,HOWARD,SHELDON
715,good idea need wrist brace button push aggravate old nintendo injury,SHELDON,SHELDON
716,little kid,OTHERS,LEONARD
717,they’re come america they’re come america,HOWARD,OTHERS
718,guess you’d say make feel way marcy grossman marcy grossman marcy grossman talkin’ ’bout marcy…,HOWARD,HOWARD
719,excuse you’re suppose enjoy,SHELDON,SHELDON
720,excuse sun essential life earth frosty merely bite frozen supernatural ephemera steal hat crime way never bring account,SHELDON,SHELDON
721,talk,LEONARD,LEONARD
722,stan lee,LEONARD,HOWARD
723,give community college education encourage ask many possible,SHELDON,SHELDON
724,well first grade friend rosie make pact marry bert ernie know sesame street,PENNY,PENNY
725,thank,SHELDON,SHELDON
726,happen,LEONARD,LEONARD
727,don’t know one day,OTHERS,OTHERS
728,sheldon,PENNY,LEONARD
729,oh pause that’s confirm address top model house,RAJ,SHELDON
730,well yeah he’s boyfriend isn’t like job,PENNY,PENNY
731,power failure implement power-failure protocol,SHELDON,SHELDON
732,vexillology study flag,SHELDON,SHELDON
733,oh say lot thing sweetie sheldon,PENNY,PENNY
734,hang base number chirp per minute ambient temperature room snowy tree cricket,SHELDON,SHELDON
735,i’m vacation social convention dictate let hair local watering hole social convention stupid,SHELDON,SHELDON
736,costume change,LEONARD,SHELDON
737,that’s start psychotherapy session promise riverboat journey jungle subconscious instead get question hear lady slice bologna ralph’s,SHELDON,SHELDON
738,fair point,PENNY,SHELDON
739,ever since meet turned world around supported dream hop you’re like i’m almost inseparable isotope couldn’t imagine good life would get moment meet bernadette,HOWARD,HOWARD
740,i’m sorry,PENNY,PENNY
741,show citrus peel gei wo kan ni jud di zi pei show citrus peel gei wo kan ni jud di zi pei show your…,SHELDON,SHELDON
742,well i’m go stand change mind,SHELDON,SHELDON
743,get alcohol,LEONARD,SHELDON
744,can’t sleep go,SHELDON,SHELDON
745,uh yeah,HOWARD,LEONARD
746,thanks save day,OTHERS,OTHERS
747,get we’re almost do,LEONARD,LEONARD
748,i’m go back room,HOWARD,LEONARD
749,well,RAJ,PENNY
750,didn’t look great guy thing love make,PENNY,PENNY
751,can’t believe i’m sit next little lalita gupta,RAJ,LEONARD
752,suffer silence play play play stephen hawk stephen hawk stephen hawk,SHELDON,SHELDON
753,you’re spot,SHELDON,SHELDON
754,hey think first dance wedding learn final number dirty dance,HOWARD,SHELDON
755,oh cry loud kind superhero need jacket,HOWARD,LEONARD
756,leonard let look box,SHELDON,PENNY
