,dialogue,label,predict_label
551,well amouz-ing,CHANDLER,RACHEL
552,laugh,MONICA,MONICA
553,yeah,RACHEL,ROSS
554,ask,MONICA,PHOEBE
555,right let's go pheebs,JOEY,ROSS
556,come let guy maybe want guy,PHOEBE,ROSS
557,hi listen bob i'm probably way line mean year probably see someone else could one night together old time's sake one hot steamy wild night,Others,Others
558,emily,CHANDLER,ROSS
559,oh seem though maybe intimacy issue y'know use humour way keep people distance,Others,Others
560,know mean initial gut feeling i'm think oh i'm think it'd really great,RACHEL,PHOEBE
561,talk,ROSS,MONICA
562,right i'll take care,JOEY,CHANDLER
563,ooh don’t know probably smell freshly cut grass,Others,PHOEBE
564,know things've weird lately like old friend world except maybe laurie schaffer talk anywhere cause bitter lose weight turn pretty face okay i'm gonna ask want straight answer,Others,PHOEBE
565,okay ask i'm go lie,CHANDLER,PHOEBE
566,like number,CHANDLER,Others
567,ah work bloomingdale’s might know job possibility interested,Others,RACHEL
568,go,MONICA,CHANDLER
569,fortunately make head purchase thank much anyway run ross chandler downstairs think go celebrate know someplace nice,MONICA,RACHEL
570,that's right gonna spend tomorrow aunt rachel's,ROSS,MONICA
571,thing thing,RACHEL,RACHEL
572,ok want light cheese want dark cheese,CHANDLER,MONICA
573,priesthood look ross i'm tell idea think ask soon go end stick zone forever,JOEY,CHANDLER
574,like eclipse,CHANDLER,JOEY
575,wank,CHANDLER,Others
576,oh god ross cannot,RACHEL,RACHEL
577,okay,CHANDLER,RACHEL
578,yeah talk can't believe stupid use look,CHANDLER,RACHEL
579,hey hey hey hey none living roof,JOEY,ROSS
580,oh read high school,RACHEL,PHOEBE
581,yeah y'know ever since ran barry wed wonder whether make right choice know,RACHEL,RACHEL
582,good luck man,JOEY,CHANDLER
583,hey guy hey know dad right,JOEY,ROSS
584,decide forgive see airport catch plane,Others,MONICA
585,many want,RACHEL,CHANDLER
586,i’m take re-wired,PHOEBE,MONICA
587,would tell,ROSS,MONICA
588,oh well think would,Others,CHANDLER
589,change,RACHEL,MONICA
590,talk one woman that's like say there's one flavor ice cream lemme tell something ross there's lot flavor there's rocky road cookie dough bing cherry vanilla could get em jimmy nut whip cream best thing ever happen get marry like eight welcome back world grab spoon,JOEY,MONICA
591,umm umm umm think,MONICA,MONICA
592,yeah guess,Others,JOEY
593,come back question gonna grow realise bomb,JOEY,MONICA
594,honey pathetic sad,MONICA,RACHEL
595,maybe shot,MONICA,Others
596,look want basketball seat much okay can’t leave small apartment we’ve live didn’t ever read flower algernon,CHANDLER,MONICA
597,shoe,MONICA,ROSS
598,oh,ROSS,PHOEBE
599,yes,RACHEL,CHANDLER
600,okay well meet upstairs hour,MONICA,RACHEL
601,baddest man whole damn town,RACHEL,CHANDLER
602,right call somebody,MONICA,RACHEL
603,oh well,ROSS,RACHEL
604,oh god,RACHEL,MONICA
605,let i'm suppose regatta gala,RACHEL,RACHEL
606,prague,CHANDLER,Others
607,oh,RACHEL,PHOEBE
608,whoa i'm do,JOEY,JOEY
609,really hit last night i'm gonna day live started thinkin day life,JOEY,CHANDLER
610,chandler gotta tell love mom's book love book cannot get plane without one mean cool,RACHEL,RACHEL
611,y'know mean i'm always go woman always figure right one come along i'd able stand-up guy go distance y'know i'm look dad think,JOEY,ROSS
612,yeah slice cheesecake and-and date you’re given’ ‘em,Others,ROSS
613,see friend-my friend rachel want set,CHANDLER,Others
614,still don’t think i’m boyfriend material,CHANDLER,Others
615,come phoebe let’s go come it’s time get serious huddle joey keep head game,MONICA,MONICA
616,oh ok worth wait mean tonight,RACHEL,ROSS
617,gimme,ROSS,RACHEL
618,phoebe go creepy guy night year know,MONICA,MONICA
619,chandler,JOEY,JOEY
620,right look man didn’t want bring chandler stupidest name ever hear life it’s even name it’s barely even word okay it’s kinda like chandelier it’s right it’s stupid stupid non-name,JOEY,CHANDLER
621,god would calm,RACHEL,MONICA
622,janice,CHANDLER,CHANDLER
623,hi,RACHEL,Others
624,right,RACHEL,CHANDLER
625,disgust,MONICA,MONICA
626,okay listen robert,PHOEBE,CHANDLER
627,op,Others,CHANDLER
628,sorry,Others,Others
629,ok go anybody else need pick i'm still gonna go,Others,ROSS
630,hey well i-i completely understand stress,ROSS,Others
631,oh that’s that’s ah one old one he’s take back,JOEY,ROSS
632,well happen,MONICA,RACHEL
633,hi uh i'll read role mercutio,JOEY,ROSS
634,‘cause you’re still monica tell somebody else would agree work ‘cause figure oh spent lot time together maybe something might happen,PHOEBE,RACHEL
635,call people yeah well sorry burst bubble pheebs selfless good deed exist okay deal santa clause right,JOEY,PHOEBE
636,know know everybody there's someone i'd like meet yeah ben ben everybody,ROSS,MONICA
637,hey don’t,ROSS,JOEY
638,oh they-they sent home,MONICA,Others
639,you’re actually go,PHOEBE,CHANDLER
640,care we'll eat sink come let's play,JOEY,MONICA
641,ross,RACHEL,RACHEL
642,nothing,RACHEL,JOEY
643,hey,ROSS,JOEY
644,oh god that's monica,RACHEL,RACHEL
645,ok sweetheart i'll call later tonight whoa whoa whoa hey hey hey really gonna go,ROSS,Others
646,remember,PHOEBE,MONICA
647,fine,MONICA,ROSS
648,ah i’m sorry,ROSS,Others
649,dead i'm gonna get,Others,CHANDLER
650,advance,Others,Others
651,he’s doin’ thinkin’,JOEY,JOEY
652,it’s hard know e-mail can’t get,Others,PHOEBE
653,well drink lot cup coffee i’m exhaust joey start snore,CHANDLER,Others
654,yeah dad say spend much time help clean apartment daydream out space he’d able afford trip taj mahal,Others,MONICA
655,pant couch umm hey mind use bathroom,ROSS,CHANDLER
656,don’t know mean would give anything work designer y'know buyer oh don’t want still work,RACHEL,RACHEL
657,oh joey melanie call say gonna late,MONICA,RACHEL
658,wait minute wait you’re tell actress person woman ever want didn’t want back,CHANDLER,MONICA
659,come they're close,JOEY,PHOEBE
660,know that's true great person around day emergency,Others,MONICA
661,yeah annoy,Others,CHANDLER
662,phoebs know cause he's dead,Others,PHOEBE
663,hang either,RACHEL,RACHEL
664,yes,Others,CHANDLER
665,listen listen smelly cat smelly cat feed,PHOEBE,ROSS
666,hey you’re wearing pant,MONICA,JOEY
667,wow you-you look great,ROSS,Others
668,sure,RACHEL,RACHEL
669,can’t live like gonna gonna,MONICA,MONICA
670,she’s woman,JOEY,CHANDLER
671,yeah understand,PHOEBE,Others
672,oh no-no-no don’t say no-no but’s never good let’s leave like like,RACHEL,CHANDLER
673,yeah listen keep information,ROSS,JOEY
674,hello mr chatracus,RACHEL,Others
675,i'm guess new girlfriend urinate coffee table,MONICA,RACHEL
676,sure hey know way sound good,JOEY,CHANDLER
677,alright i've get go shower,JOEY,ROSS
678,shopping lunch,MONICA,RACHEL
679,fact jeopardise career never enter mind,RACHEL,CHANDLER
680,know little english,ROSS,CHANDLER
681,swear swear— long bathroom,ROSS,RACHEL
682,well we’ll get wet,Others,MONICA
683,hi,RACHEL,Others
684,danielle hi uh everybody danielle danielle everybody,CHANDLER,MONICA
685,come drop off…nothing weekend kinda suck huh,CHANDLER,JOEY
686,y'know i'd walk back london another frosty one bad boy,JOEY,CHANDLER
687,great,Others,Others
688,joey go first wanna look key,CHANDLER,ROSS
689,idea give nudge,RACHEL,CHANDLER
690,okay,Others,RACHEL
691,funny,Others,ROSS
692,yeah well kinda cute like really kinda cute kinda cute like friend spackel back larry,MONICA,PHOEBE
693,i'm gonna use cushion,ROSS,Others
694,can’t believe didn’t come,ROSS,CHANDLER
695,dish,ROSS,MONICA
696,ross say hi,PHOEBE,RACHEL
697,you’re,ROSS,MONICA
698,basically getting-rid-of-everything-rachel-ever-used sale,MONICA,MONICA
699,ˇlo que sucedio que le gusta la tele,ROSS,MONICA
700,yeah kid,Others,JOEY
701,she’s nice y’know make realize i’m i’m ready dating y’know,Others,MONICA
702,hey,Others,JOEY
703,bizarro world break code,JOEY,ROSS
704,didn’t tell okay fine pheebs,ROSS,RACHEL
705,don’t know,Others,RACHEL
706,yeah oooh,PHOEBE,JOEY
707,aww come,ROSS,MONICA
708,don’t leave,CHANDLER,RACHEL
709,sorta put receipt back pocket,RACHEL,Others
710,he’s gonna say anything we’re gonna tell,MONICA,MONICA
711,tell,CHANDLER,RACHEL
712,ross,RACHEL,RACHEL
713,well go after—i mean umm next,RACHEL,RACHEL
714,yuh-huh,CHANDLER,JOEY
715,ah susan please,Others,ROSS
716,know would real weird weren’t say you’ll think okay,MONICA,MONICA
717,coffee please,CHANDLER,RACHEL
718,pheebs age thing,ROSS,ROSS
719,hey everybody work love last night,CHANDLER,MONICA
720,listen i’m gonna go okay wanna beat can’t blame break nose buzzer fact think get mono let’s call tie score it’s halftime,MONICA,ROSS
721,seven time,CHANDLER,CHANDLER
722,pervert okay just… just… kinda…,JOEY,ROSS
723,whoa whoa whoa whoa mean back jordie never land jordie pass whole jessy cody dylan fiasco,ROSS,ROSS
724,right uhh international,ROSS,CHANDLER
725,perfect perfect everybody's get kiss,ROSS,Others
726,y'see that's wrong would marry thought level thatthat lesbian,ROSS,Others
727,yeah run ten block that’ll help smell,MONICA,JOEY
728,clean look great terrific,Others,MONICA
729,don’t blame question,ROSS,MONICA
730,yeah i'm fine i'm fine,Others,ROSS
731,excuse come side salad,Others,RACHEL
732,stop you’re kill think move phase four,CHANDLER,JOEY
733,right okay like four year ago okay ginger go times one weekend go dad’s cabin annoy little dog pepper well night cook really romantic dinner,JOEY,MONICA
734,hello funny valentine,Others,Others
735,uhh t-shirt say don’t belong,CHANDLER,CHANDLER
736,don’t answer,JOEY,CHANDLER
737,play rugby,Others,ROSS
738,oh here’s moisturiser hi,RACHEL,Others
739,oh chandler sorry,MONICA,RACHEL
740,think break huge mistake,MONICA,ROSS
741,c'mon mom,JOEY,ROSS
742,rachel,PHOEBE,Others
743,noo it’s drive crazy mean every way he’s like perfect guy everything plus actually everything,MONICA,RACHEL
744,figure know change anything mean hell matter old,MONICA,RACHEL
745,conference,JOEY,CHANDLER
746,bet work,MONICA,MONICA
747,yeah oh princess leia gold bikini every guy age love,PHOEBE,ROSS
748,there’s gravy,JOEY,MONICA
749,assistant,RACHEL,RACHEL
750,what're go,JOEY,JOEY
751,guess,RACHEL,RACHEL
752,condom,CHANDLER,CHANDLER
753,oh you’re go teacher huh,CHANDLER,RACHEL
754,load oh little candy heart chan jan forever,CHANDLER,Others
755,partner,Others,Others
756,well couldn’t look everywhere else would’ve find,CHANDLER,Others
757,really,RACHEL,MONICA
758,mean know paul like know paul,MONICA,MONICA
759,oh uh okay,JOEY,CHANDLER
760,set another place thanksgiving entire family think vd,JOEY,CHANDLER
761,gonna aunt,ROSS,MONICA
762,boy somebody's gonna get big fruit basket tomorrow,Others,Others
763,look pheebs-pheebs gonna okay,ROSS,ROSS
764,yeah what’s matter,PHOEBE,JOEY
765,unbelievable thing happen today,RACHEL,Others
766,yes,MONICA,CHANDLER
767,okayyy,Others,Others
768,yes,CHANDLER,CHANDLER
769,yes she’s excite,PHOEBE,CHANDLER
770,right table,Others,CHANDLER
771,fake laughing right,JOEY,MONICA
772,monica,Others,RACHEL
773,look joe's barbi's guy can't deal that's bad,ROSS,CHANDLER
774,i'm monica geller i've take care,MONICA,Others
775,yes,Others,CHANDLER
776,oh-oh-okay but-but know even though i've a-a complete idiot til mean mean you-you-you come come work,ROSS,ROSS
777,i’ll go,Others,ROSS
778,don’t know smell good,JOEY,JOEY
779,hello,Others,ROSS
780,so…,Others,CHANDLER
781,look daddy life well maybe i'll stay monica,RACHEL,RACHEL
782,hi hi,Others,Others
783,they're small,JOEY,Others
784,hop little bit yeah really sorry,Others,Others
785,alright,Others,ROSS
786,a-ha,MONICA,PHOEBE
787,know,RACHEL,RACHEL
788,think make look really dangerous,Others,ROSS
789,umm think you’re really really great,PHOEBE,PHOEBE
790,hey,JOEY,JOEY
791,uh uh,PHOEBE,ROSS
792,may okay get hurt okay one hurt that’s can’t take job,MONICA,MONICA
793,wanna clarify,ROSS,ROSS
794,can't believe would say,RACHEL,CHANDLER
795,well hate eat run but…,PHOEBE,Others
796,oh,Others,PHOEBE
797,that's ok,CHANDLER,CHANDLER
798,yeah well learn stay young men weren’t act christian enough,PHOEBE,JOEY
799,guy guy you’re gonna baby they’re gonna baby,PHOEBE,MONICA
800,okay try play bad whole time,MONICA,CHANDLER
801,i’m sorry i-i-i-i don’t live anymore i-i didn’t know tell y'know everybody else know,PHOEBE,RACHEL
802,start without start without,Others,ROSS
803,box,Others,JOEY
804,come something,JOEY,MONICA
805,right ok promise like control-y bossy monica,PHOEBE,RACHEL
806,um-hmm yeah,RACHEL,RACHEL
807,today pete,MONICA,MONICA
808,noo,PHOEBE,RACHEL
809,hi monica,PHOEBE,RACHEL
810,whoa whoa whoa,Others,Others
811,wow really pretty foot,Others,MONICA
812,yeah that's kinda mean bye,ROSS,ROSS
813,freak guy,MONICA,ROSS
814,well depress think bought soft pretzel one kid fame ready go movie,RACHEL,JOEY
815,oh yeah who’s playing,JOEY,JOEY
816,yeah never cheat rachel,CHANDLER,Others
817,umm feel like take test there’s one question,Others,MONICA
818,geek,CHANDLER,CHANDLER
819,oh honey ‘cause mom die around christmas,MONICA,RACHEL
820,monica,PHOEBE,RACHEL
821,thank god try fan magazine mean she'll scratch eye right,CHANDLER,JOEY
822,know rachel mean even gonna ask,MONICA,MONICA
823,cold make sound great,MONICA,MONICA
824,want wedding dress hardly use,RACHEL,MONICA
825,ok weird place would women's room second floor new york city public library,JOEY,CHANDLER
826,wh-what like,JOEY,JOEY
827,i’m also think open restaurant,MONICA,MONICA
828,guy guy come it’s thanksgiving it’s important win lose important thing dutch girl pick holland love chandler thank amsterdam good night,CHANDLER,ROSS
829,pheebs what’s guy like,JOEY,JOEY
830,could could think mary-angela,JOEY,CHANDLER
831,count head as-as good madlibs,MONICA,MONICA
832,you’re parent hadn’t get divorce you’d able answer question like normal person,MONICA,PHOEBE
833,where's chandler,RACHEL,ROSS
834,ross love,Others,RACHEL
835,hey,ROSS,JOEY
836,would,ROSS,MONICA
837,ross seem y'know it’s time we-we y'know move mean mean don’t’ think,RACHEL,RACHEL
838,oh it’s ross one drive,PHOEBE,PHOEBE
839,ooh brian's song,PHOEBE,PHOEBE
840,noooo i'm lie drunk,MONICA,RACHEL
841,that's give naked picture,PHOEBE,MONICA
842,go tokyo,JOEY,CHANDLER
843,hi ross yes know,Others,Others
844,oh god oh god excuse move move emergency excuse,RACHEL,RACHEL
845,yeah think one couple minute ago know definitely one,PHOEBE,PHOEBE
846,paolo make pas,PHOEBE,RACHEL
847,hmmm nice,RACHEL,RACHEL
848,london,ROSS,CHANDLER
849,okay stay wait phone spray lysol shoe wait ross kill,MONICA,PHOEBE
850,okay yeah,Others,PHOEBE
851,sure,Others,RACHEL
852,nice thank,Others,RACHEL
853,oh-oh yeah also say ah dialogue corny actually find funny sexy,CHANDLER,JOEY
854,hey hey,JOEY,ROSS
855,well suppose baby’s bear laid extra animal would die you-you’d eating animal,JOEY,ROSS
856,expression,MONICA,Others
857,think go well,Others,ROSS
858,little cute doctor,RACHEL,MONICA
859,wow so—wow,PHOEBE,RACHEL
860,uh,Others,ROSS
861,oh well see there's guy meet,PHOEBE,RACHEL
862,phoebe remember dump guy,RACHEL,MONICA
863,yeah well kinda,Others,ROSS
864,really,MONICA,MONICA
865,ah didn’t instead ah hung couple friend couple beer certainly don’t deserve praise verbal otherwise,CHANDLER,JOEY
866,well tough thing really want sex,JOEY,RACHEL
867,guy dead good lighting round,MONICA,ROSS
868,uh,ROSS,ROSS
869,ewwwww,JOEY,Others
870,oh god oh god oh god i-i mean month i’m go three full grown baby walkin’ around inside oh oh it’s gonna one log rid come shoot,PHOEBE,RACHEL
871,okay,MONICA,RACHEL
872,wait minute make stuff get agent,JOEY,JOEY
873,umm really great i-i gotta take-off actually,Others,Others
874,uh friend rachel's,Others,Others
875,know kinda run last night,RACHEL,CHANDLER
876,robot work,PHOEBE,MONICA
877,know take just-just save time confess,ROSS,ROSS
878,right chandler something funny name,JOEY,CHANDLER
879,okay need vacuum it’s closet left-hand side ah garbage bag next refrigerator…,MONICA,Others
880,hm-m,RACHEL,RACHEL
881,that's okay joe,ROSS,CHANDLER
882,know,JOEY,RACHEL
883,hey guy listen uh wanna get dinner kathy tonight,JOEY,JOEY
884,yeah,RACHEL,ROSS
885,coffee house,CHANDLER,Others
886,know explain want find want,MONICA,JOEY
887,know i'm gonna able enjoy,MONICA,CHANDLER
888,oh candy spunky,MONICA,Others
889,alright say he's probably always dull know set free,Others,CHANDLER
890,okay y'know choose right if-if important thing planet cat poopy thing okay smelly cat won’t partner what’s gonna,PHOEBE,ROSS
891,let's go,CHANDLER,MONICA
892,would great thank,PHOEBE,Others
893,oh hi,Others,RACHEL
894,dad dad,JOEY,MONICA
895,name roommate sorry would anything…,Others,CHANDLER
896,rach it’s it’s ah it’s don’t want really talk model underwear,JOEY,ROSS
897,get,MONICA,JOEY
898,yeah,RACHEL,ROSS
899,glow-pop giggly jammer,JOEY,ROSS
900,you’re age,CHANDLER,MONICA
901,wow that’s close when’s,PHOEBE,JOEY
