,text,labels,predicted_label
403,"That was an obvious joke, and I didn’t think of it. Why didn’t I think of it? The source of all my powers. Oh dear God, what have I done!",CHANDLER,JOEY
404,You just carry that around?,MONICA,RACHEL
405,"Ok, I think she's trying to tell us something. Quick, get the verbs.",CHANDLER,JOEY
406,"Oh! Well, um.. You've got plugs!",RACHEL,RACHEL
407,Oh my God! I do love you! How did you do it?!,PHOEBE,MONICA
408,That old woman was being scammed by her mechanic.,CHANDLER,MONICA
409,"No, what's he like?",RACHEL,MONICA
410,"Well what is it? What is it? If it’s gonna help bring the baby here, like today. I mean, I think you should do it.",MONICA,ROSS
411,Interesting...,JOEY,Others
412,No wait! There’s only a problem when I look at you. Oh I got it! I got it.,Others,ROSS
413,"I always liked you, Ken.",CHANDLER,RACHEL
414,No! I’m putting that in my room.,JOEY,ROSS
415,"But I don't think I can! it was ok to move in when I didn't know what was gonna happen, but I can't move in knowing that nothing is ever gonna happen.",PHOEBE,MONICA
416,"Monica, can I talk to you for a sec?",CHANDLER,ROSS
417,Wow! Look at this! I can’t believe I even fit into this shirt!,MONICA,ROSS
418,Hi!,ROSS,MONICA
419,When?! After the birth of our first secret child?! Ross didn’t get the annulment; we are still married.,RACHEL,MONICA
420,"Hey Pheebs, you know what? I was thinking... since you wrote a song, maybe I could do something for Emma using my talents! Phoebe",JOEY,Others
421,I just got this really weird message from Ross. He said turn on MTV.,JOEY,MONICA
422,Okay. Okay.,Others,MONICA
423,How about just the bridemaids?,PHOEBE,RACHEL
424,"Ok, here we go!",CHANDLER,MONICA
425,"Oh, well, actually we were just talking about me not going to Ross’s wedding.",RACHEL,Others
426,Yeah?,MONICA,RACHEL
427,Why?,Others,JOEY
428,You got your passport?,CHANDLER,RACHEL
429,How many you want?,RACHEL,RACHEL
430,"Yeah, this slow roasted salmon, just how slow are we talkin’ here?",JOEY,CHANDLER
431,"I see. Well, I wish you both a lifetime of happiness. So you’re bald?",Others,Others
432,"Oh, the Olympics.",PHOEBE,PHOEBE
433,Why not?!,CHANDLER,JOEY
434,What do you mean?,ROSS,CHANDLER
435,No-no.,ROSS,PHOEBE
436,Sure! That’s one of the great things about being engaged. I’m not nervous talking to pretty girls anymore.,CHANDLER,PHOEBE
437,"So umm, you-you flirt with guys all the time?",CHANDLER,ROSS
438,"Ooh yeah! Then umm, what goes on top of the salami?",PHOEBE,PHOEBE
439,A freakish thin date with a hanger for her head?,CHANDLER,Others
440,Barbados.,ROSS,RACHEL
441,"Okay, you know, you know when your in bed, with a woman.",CHANDLER,PHOEBE
442,"Chandler, what are you doing? There is a trash can right there.",RACHEL,RACHEL
443,"They could be our neighbors, what are they like?",MONICA,MONICA
444,We make fire. Cook meat.,JOEY,MONICA
445,Yeah! That’s why I’m sleeping with him on the side.,MONICA,ROSS
446,I mean that’s unbelievable.,RACHEL,JOEY
447,"No, you didn't. The only thing that freaked me out was you saying that nothing could ever happen between us.",Others,ROSS
448,Did she just ask me out on a date?,JOEY,JOEY
449,I did.,ROSS,ROSS
450,But R-R-Rachel-Rachel?!,ROSS,CHANDLER
451,Yes.,RACHEL,CHANDLER
452,Uh. No.. I was going to let you use my Ralph Lauren discount.,RACHEL,RACHEL
453,"Well, I called over there and it turns out Ugly Naked Guy is subletting it himself and he's already had like a hundred applicants.",ROSS,CHANDLER
454,"Look, when it started I was just trying to be nice to her because she was my brother's girlfriend. And then, one thing led to another and, before I knew it, we were...shopping.",MONICA,Others
455,Would you all stop yelling in our apartment! You are ruining moving day for us!,CHANDLER,JOEY
456,There are seven?! That’s one?,CHANDLER,MONICA
457,To Monica and Chandler... and that knocked up girl in Ohio.,RACHEL,ROSS
458,Phoebe?,ROSS,RACHEL
459,"Okay, throw it straight this time.",MONICA,JOEY
460,Oh my…God! Let me see that!,RACHEL,ROSS
461,"Y’know what, you are mean boys, who are just being mean!",RACHEL,RACHEL
462,"Oh, ha, I wrote that in one minute.",ROSS,JOEY
463,You can’t give up on your dream.,PHOEBE,JOEY
464,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",CHANDLER,JOEY
465,"Oh! Sorry! Umm, I actually do need to talk to you.",Others,MONICA
466,Okay. Hey Rach?,PHOEBE,MONICA
467,Ready? Wrestle!,MONICA,MONICA
468,"Hey! Hey-hey, now this was no one’s fault Pheebs. Okay? It was an accident.",RACHEL,CHANDLER
469,"For your information, it's a card sharp, not a card shark.",ROSS,JOEY
470,Hey!,ROSS,CHANDLER
471,"I had no idea. And that-that pillowcase thing, I thought you guys were just doing the flying nun.",ROSS,RACHEL
472,"I can’t believe she’s really gone. Look around you, all of this is ours.",Others,PHOEBE
473,Hey! Hey!,RACHEL,Others
474,"And in my defense, the cleaning lady came on to me!",ROSS,RACHEL
475,"I’m just saying that y’know, someday Ross is gonna meet somebody and…he’s gonna have his own life. Right?",RACHEL,Others
476,You know what? You know what? I think we're making too big a deal out of this. ok? So we pay our bills a little late this month and maybe next month we cut back on a few things. And maybe we start eating out of Joey's refrigerator for a change. You're chef... what can you make out of backing soda and beer?,CHANDLER,MONICA
477,Richard was there so I couldn’t do it!,CHANDLER,Others
478,Come here Oh! There she is! Hi!,ROSS,JOEY
479,"You know what, where he hugs you and kinda rolls you away and... Oh... my....God.",Others,MONICA
480,Looks like someone IS the ladies!!,JOEY,PHOEBE
481,"No! They didn't even talk to each other. God, how was I supposed to know they were having problems?",RACHEL,CHANDLER
482,Whoooaa!,Others,RACHEL
483,Shielding your face and shrieking like a girl... is not a backhand.,ROSS,MONICA
484,"Uhm... A penis model. Anyway, hey... Did you tell Chandler that some guy from work is the funniest guy you've ever met?",JOEY,JOEY
485,Do you wanna play football?,RACHEL,PHOEBE
486,"Okay, well here we are. Now we’re in a tough spot again, Rach. What do you want to do? How do you want to handle it? Huh? Do you wanna fight for us? Or, do you wanna bail? Look, I, I did a terrible, stupid, stupid thing. Okay? And I’m sorry, I wish I could take it back, but I can’t. I just can’t see us throwing away something we know is so damn good. Rachel, I love you so much.",ROSS,CHANDLER
487,No! I won’t leave you!,JOEY,JOEY
488,"Hang up, hang up.",JOEY,ROSS
489,No because it-it didn’t seem important.,MONICA,RACHEL
490,The nights are the hardest. But then the day comes! And that’s every bit as hard as the night. And then the night comes again…,RACHEL,JOEY
491,I feel like my face is swelling. Is my face swelling?,PHOEBE,RACHEL
492,"Okay, you wore me down.",PHOEBE,ROSS
493,Yay!,RACHEL,MONICA
494,"No, Chandler. Look, forget about it, okay? Look, I know things have been a little tight since Janine moved out. Oh, was she hot.",JOEY,CHANDLER
495,"Honey, why is it hard, I mean we've been together for almost a year now?",RACHEL,JOEY
496,"Hey Ross, listen, Dirk was wondering about the woman that you brought and if you guys were together, or...",JOEY,CHANDLER
497,Oh really! Where? Somewhere funny I'd bet!,JOEY,Others
498,"Well, if it makes you feel any better, I made a fool out of myself.",RACHEL,PHOEBE
499,Are you okay?,MONICA,ROSS
500,What Phoebe? Wait! One time he caught me smoking he said if he ever saw me doing that again he’d make me eat the entire pack.,RACHEL,Others
501,"I’ll be coordinator! Oh my God! I’m so sorry, I didn’t get you anything! Okay, look everybody has to help! Okay? You can help, can’t you Phoebe?",MONICA,PHOEBE
502,Hey! We’re here!,RACHEL,MONICA
503,"Yeah, I-I think that women just have a lower threshold of pain than men, that’s all. I mean, come on, it’s just a little wax.",JOEY,MONICA
504,Oh.,RACHEL,CHANDLER
505,"So, I decided I’m definitely going to go with either Joey or Chandler.",PHOEBE,Others
506,I've already stuffed a bunch of Brussel sprouts down his pants.,PHOEBE,ROSS
507,"No, I want everything that you just said. I want a marriage.",MONICA,Others
508,"Hey, hey, Yertle the Turtle. A classic.",ROSS,MONICA
509,"Oh, would you let it go already?! You’re fine!",MONICA,RACHEL
510,Yeah. But I also believed her when she said I was next.,PHOEBE,CHANDLER
511,"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",RACHEL,Others
512,"No, what's more important, your friends or money?",PHOEBE,RACHEL
513,Really?,ROSS,CHANDLER
514,"It doesn't look good, does it?",JOEY,JOEY
515,"It's really crazy! The hall, the dress, the food... I-I had no idea how expensive this stuff was!",PHOEBE,PHOEBE
516,"Yeah, and-and thank you for Emily.",ROSS,PHOEBE
517,"'Cause it's always somethin', you know, like Monica's new job, or the whole Ross's birthday hoopla.",JOEY,RACHEL
518,Can you believe how much this is gonna cost?,PHOEBE,CHANDLER
519,"It’s okay, he’s a virgin.",PHOEBE,MONICA
520,"No. Look, I told you I am not a part of this thing.",ROSS,JOEY
521,"Hey, see that? He just needed his pal to come home. All right, uh, I’ve got to go memorise my lines. Me and Charlton Heston bright and early tomorrow morning! Yeah-yeah!",JOEY,RACHEL
522,"Did he give you that whole ""You're-not-up-to-this"" thing again?",MONICA,ROSS
523,Are you sure?,JOEY,CHANDLER
524,"Oh, okay, well, I think we should let Phoebe decide, because she’s the only who’s impartial, and she’s so pretty.",RACHEL,CHANDLER
525,You got married again.,Others,RACHEL
526,"No, I was talking about your bedding.",Others,ROSS
527,"Hey, oh, you know that guy who's been following me? I talked to him today.",PHOEBE,MONICA
528,"So then, are you going to dump Jason?",MONICA,CHANDLER
529,"No, no, that's ok. You won fair and square. I'm so sad!",RACHEL,RACHEL
530,"I’m not telling, you’ll have to see it on TV!",JOEY,ROSS
531,Hey.,MONICA,MONICA
532,"Uhm, I hadn't no you... I had no idea you were so excited about Paris. Uhm, I mean, you said you were scared.",ROSS,PHOEBE
533,Hey!,Others,CHANDLER
534,"Well appealing as that does sound to her boyfriend and her brother, I can’t do that we promised we’d make each other gifts this year.",CHANDLER,MONICA
535,"If that doesn’t keep kids in school, what will?",CHANDLER,JOEY
536,"Joey, what are you doing?",MONICA,Others
537,"Well, if I ever goto Minsk, you'd better watch out.",Others,PHOEBE
538,"So tell me, how do- how do you think your husband would feel about you sitting here with me?...Sliding your foot so far up my pant leg you can count the change in my pocket?",CHANDLER,MONICA
539,Just tell me how.,RACHEL,ROSS
540,Absolutely. I love the way you kiss.,Others,RACHEL
541,"In my spare time I uh, read to the blind. And I’m also a mento for the kids. Y’know a mento, a role model.",JOEY,CHANDLER
542,"Janice, what umm, what are you doing here?",MONICA,JOEY
543,No you don’t.,ROSS,Others
544,"Oh, by the way... I'm awesome!!",Others,JOEY
545,"See what? I don't know what she sees in... innn that goober. And it takes him, what? Like... like... I don't know, uhh... uhhh, hello.... a... week, to get out a sentence.",ROSS,JOEY
546,"Um, excuse me Gavin, I have a question I need to ask you.",RACHEL,Others
547,"I'm sorry, I was an idiot.",ROSS,JOEY
548,"Yeah, we all have jobs. See, that's how we buy stuff.",MONICA,JOEY
549,Did she see us yet? Did she see us?,CHANDLER,PHOEBE
550,"No, I barely even got to three Mississippi.",ROSS,ROSS
551,"Now if you were two involved in a serious relationship, that really creates a problem.",Others,PHOEBE
552,"I’m telling ya, you guys are totally getting back together!",JOEY,MONICA
553,Here’s another plan…No!,CHANDLER,CHANDLER
554,Six months? Whoa that’s rough.,JOEY,JOEY
555,That was a nice pep-talk.,Others,Others
556,"It worked! I scared ya, I knew it! Ha-ha!",JOEY,RACHEL
557,Oh yeah.,JOEY,Others
558,What?! What?,ROSS,JOEY
559,Okay.,RACHEL,RACHEL
560,"Oh, umm, I'm just getting rid of a couple of things.",ROSS,CHANDLER
561,Relax! It's Phoebe! Not you!,MONICA,MONICA
562,Look at that.,Others,JOEY
563,Hi!,ROSS,MONICA
564,"We’re doomed. Okay, they’re gonna take 50 bucks out of our accounts for the rest of our lives. What are we gonna do?",CHANDLER,Others
565,Hi!,MONICA,MONICA
566,Yeah?,JOEY,CHANDLER
567,"Y’know, you called me that before so I-I took the liberty of fashioning a star out of aluminum foil. Now, no pressure, you like my cookies, you give me the star.",MONICA,JOEY
568,"Oh! Well, actually, before we look around, let me make sure I have everything I need up to here...",Others,CHANDLER
569,You're right. Maybe I shouldn't go.,MONICA,MONICA
570,...What did I ask?,MONICA,PHOEBE
571,You do?,CHANDLER,MONICA
572,"Nothing, Monica and I had a stupid fight.",CHANDLER,Others
573,"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",MONICA,CHANDLER
574,"Oh, is it the swearing? I mean is it the constant swearing? Because I gotta tell ya, if it is, you can just... kiss my ass!",Others,RACHEL
575,They go on one date and you’re worried about them getting married?! He’s not you!,JOEY,JOEY
576,Yes?,Others,JOEY
577,"Oh my God, look-look he’s taking off her clothes!",RACHEL,CHANDLER
578,Yeah. It's gonna be weird.,Others,RACHEL
579,Twenty bucks says they're married within the month.,MONICA,Others
580,"Hi! I’m back. Yeah, that sounds great. Okay. Well, we’ll do it then. Okay, bye-bye.",CHANDLER,MONICA
581,What’s up?,JOEY,CHANDLER
582,"Yeah, I-I just made up the stuff about the wedding because I didn’t want you to worry about me. But, I’m having surgery today.",JOEY,JOEY
583,No.,ROSS,ROSS
584,"Girls, girls, stop, ok? We'll flip a coin. Heads, she's Rachel's, tails she's Monica's. . Tails! Monica, she's yours!",PHOEBE,CHANDLER
585,How about a scone on the house baby?,JOEY,JOEY
586,What?!,RACHEL,MONICA
587,Can you believe they're still not here?,JOEY,PHOEBE
588,Oh! That’s fine.,RACHEL,JOEY
589,Are you through with that?,MONICA,PHOEBE
590,Hey!,PHOEBE,RACHEL
591,What?!,RACHEL,MONICA
592,You want me to talk you out of it?,RACHEL,ROSS
593,"Well, why don’t you just start with something simple. Like umm, Monica from the moment I met you, I knew I loved you.",ROSS,CHANDLER
594,How much?,MONICA,MONICA
595,Do you want me too?,ROSS,ROSS
596,All right. I’m a total pro!,RACHEL,MONICA
597,"Yeah-uh-huh. Tomorrow night, Valentine’s Day, the most romantic day of the year. Who knows what could happen? I might not be shutting my drapes to show her my slides, if you know what I mean.",ROSS,PHOEBE
598,Yep.,Others,CHANDLER
599,"Look, I-I’m just gonna be right across the hall and I promise you, the minute Monica and I break up I’m moving right back in with you!",CHANDLER,PHOEBE
600,"No, of course, Um… Um, everybody? Um, I-I just wanted to say…on behalf of my new bride, Rachel , and myself. Umm, that if…if in 35 years, we’re half as happy as you guys are, we’ll count ourselves the luckiest people in the world.",ROSS,CHANDLER
601,I’m just kidding! You can go pee!,RACHEL,JOEY
602,"Okay, but if it only happened that one time, how come we found your underwear in our apartment the other day?",RACHEL,MONICA
603,"Well, y'know we don’t call it that, but yeah!",PHOEBE,ROSS
604,"Oh uh, ordinarily I would love too, but I am just swamped right now.",JOEY,RACHEL
605,"Yeah, it’s not. But I’m rich and thin.",Others,RACHEL
606,Exellent dream score.,JOEY,JOEY
607,No Ross! Ross! Ross! My child has no father!,RACHEL,CHANDLER
608,What the hell are doing?!!,ROSS,RACHEL
609,Totally. I’m like 90/10.,PHOEBE,JOEY
610,"No, no, I mean, I mean a thing on my body.",ROSS,RACHEL
611,Ooh... she backed out.,MONICA,PHOEBE
612,"Well, now, I actually have to get to work.",CHANDLER,JOEY
613,"Look, we’ve been together. Okay? And then apart, and then together, and then apart, and now we have a baby. It’s just if-if we got together again and it didn’t work out…I could never do that to Emma. I mean she-she thinking everything— Oh that’s…now me. What do they put something in the water in this place? Since Rachel and I we’re doing really, we’re doing really well right now.",ROSS,JOEY
